,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
60008,147500,145300,144300,144600,144300,142700,140700,139700,139100,139500,140400,140600,140000,139800,140000,140000,140300,141700,143200,143700,144300,144700,144100,143300,143200,143000,142700,142600,142500,142300,142800,143200,143500,143700,144800,146600,148400,149500,150100,150800,152200,154200,156200,158200,159800,160700,161200,161700,162600,163300,163400,162900,162900,164100,165600,167600,170500,173000,174600,176400,178800,180800,181800,182900,184300,185900,187700,189500,190500,191400,192800,194300,194700,193900,192900,192900,194100,195800,198300,201100,203200,205100,207600,210400,213800,219300,225900,230300,231700,229600,225200,221600,219900,219100,219900,221800,224000,226200,228800,231400,233300,235500,237900,240600,243200,245300,245700,245900,246200,246200,245400,246300,249400,253600,256800,258600,259800,261000,261900,262900,263500,262500,262200,262700,262100,260700,260500,261200,261800,262000,261300,259700,258300,258300,259700,261200,261500,261000,260700,259700,257200,254300,252400,251000,249900,248100,245000,242100,240300,238100,234700,230700,227000,223400,220000,216500,214200,212500,210000,205100,200300,197800,197400,196900,197300,197900,196600,192900,189200,186800,185100,182700,180000,178400,176400,173800,171300,170200,169900,169500,167600,165000,162500,161200,160400,159400,158000,156700,155700,154600,154100,154500,154100,152900,152200,152300,152300,151400,150500,151000,151900,152000,152400,153300,155800,159100,161700,163600,165500,167100,168300,169700,170800,171300,172300,175200,177200,177400,177100,178000,178800,180100,181100,181500,181400,181900,182400,182800,183100,184000,184600,185500,187700,190600,192600,193500,193700,192800,191600,191500,193500,195400,198300,201000,201500,200100,200000,200400,202200,204600,206300,206400,206300,207100,208300,209400,210300,210700
60439,217100,219700,220600,219500,218000,217600,218400,218900,220000,222400,224600,225300,225400,226200,227900,229300,229300,228500,228100,228700,228800,228500,228000,227200,227100,228500,229000,228400,228300,229000,230800,233600,236600,240000,242900,245300,246900,247700,246900,247200,249300,252100,254400,256200,257100,258000,259000,258600,258000,258200,259200,261100,264000,266100,268100,270900,273900,276000,277500,278300,278500,279500,280100,280600,281600,283200,285100,288800,292700,295200,296700,297400,297600,296700,296200,297400,299000,300300,301100,301700,302500,304200,306500,310100,313700,318800,327800,336800,341100,341700,340100,336500,334100,335800,339900,343000,346700,350300,351900,352500,353500,354100,355400,357800,360600,362700,365400,370900,376300,378500,378400,378600,381000,386400,392100,396400,397900,397500,397600,398500,398500,399400,401900,405100,409300,414400,417800,421500,425300,426700,423500,419500,417600,417500,416000,413200,411300,410000,408600,406300,401400,396700,396300,399700,402700,403800,402400,398500,394300,391300,390200,388100,384000,380100,378200,374300,367700,362200,359300,357700,355300,351400,348100,345600,351000,360000,363200,358400,355000,352300,350500,348700,345200,341900,339300,337400,334200,332200,331100,329400,324100,318200,314400,312400,312100,313300,313100,311700,310900,309600,307200,307600,311400,314600,316400,318500,319500,318400,318600,320100,319300,316400,315200,316500,319200,323400,327600,330500,332500,333500,333600,333600,334000,334600,334700,333000,331500,331400,331800,333300,336600,339600,341400,343200,342900,340000,337400,338300,340500,343000,345000,347100,346900,345200,344000,344500,345200,346300,348500,352300,356000,357400,355800,353000,352200,353200,354800,355900,357400,358400,360000,362400,364900,366600,367200,367000,368000,369800
60443,127400,126400,125800,125300,124900,124600,124900,125000,124500,123900,123400,122700,122100,122500,123200,124200,125100,125900,125900,126000,126200,126300,126600,127000,127100,127000,127200,127400,127700,127800,127700,127800,128700,129400,129800,130200,131400,132600,132900,132700,132500,132600,133200,134500,135400,135900,136600,137300,137600,137000,136600,136400,136600,137600,139400,140500,141200,142200,143500,144600,145300,145700,146300,146400,145500,144800,145100,145500,145500,145900,147100,148800,149900,150400,150800,151900,152900,153400,153900,155000,156300,157300,158300,159300,160700,163100,165300,167100,169200,170400,169300,168500,169100,169500,168500,167700,167600,168000,169100,171200,173000,174600,176000,176900,177200,177900,179500,181800,183800,184900,185100,185600,186800,188800,190600,192100,193300,194400,195200,195000,195000,196200,197900,198700,199400,200500,202300,203800,205400,207200,209100,210500,211600,211800,211000,209900,209200,208100,206900,206200,205400,204000,203200,202600,201400,199800,198000,196000,194700,193700,191500,188400,184700,180700,176300,172200,168800,166700,165200,163500,161400,159000,156600,154300,153800,154800,155300,154900,155400,156100,156800,157200,155700,154000,154400,155600,155200,154000,152800,151500,149800,147600,145700,144200,143300,141800,140100,139500,139900,139400,139100,138800,138000,137600,136400,135000,134300,134500,135300,136400,136900,136500,136100,136600,137600,138400,140100,142200,143700,145100,144700,142800,141400,141900,142700,143600,143600,142600,139800,138100,138200,138900,139600,140200,140500,140700,141600,142000,142500,143200,143300,142200,142200,143300,144400,144600,144500,143600,142600,142700,144400,145600,147300,148700,148400,147400,147700,147700,147100,147200,147700,147400,145500,144500,145800,148500,150300,151400
60430,117000,116800,116700,116100,116000,115900,116200,116900,117800,118100,118100,117700,117300,116900,116500,116300,116400,116900,117200,117200,117400,117800,118300,119000,119400,119600,119700,119900,120100,120600,120900,121000,120900,120800,120700,120600,120700,120900,121400,122100,122700,123000,123400,123800,124100,124300,124500,124700,125300,125700,125600,125600,126200,126800,127100,127100,127500,128100,128400,128700,129300,129800,130400,131000,131800,132500,133400,134800,136100,137300,138500,139200,139500,139600,139600,139400,139500,140100,141000,141800,142300,142700,143800,146800,149800,152000,154000,155700,155700,154700,153600,153700,154400,155100,155400,155500,155400,155700,156500,158100,160300,162200,163400,164200,164800,165700,166500,167000,168000,169800,171700,173100,173700,175100,177300,178400,178800,180200,182000,183500,185000,185700,185500,185700,186800,187900,188600,189400,190400,191600,192800,193000,192300,191500,190600,189300,188100,187500,187100,187000,186400,185100,183400,181800,180800,180600,180400,179700,178500,177200,176100,175200,173500,170800,167900,165700,163500,161300,159600,158600,157700,157100,156900,157000,156000,153900,151400,149600,147800,146800,146200,145900,145100,144100,141100,137100,134900,135600,136900,136700,134800,132500,130300,128200,127300,127300,127300,127200,127700,127400,126300,125300,125100,124500,124100,123600,122800,121100,120200,120100,120100,119100,118200,118000,119100,120600,122400,123800,124700,125000,124900,125000,125700,127100,128900,130500,131200,131900,132600,133100,132300,131200,130900,131300,131400,131700,132900,134500,136000,136600,136400,136100,136400,136800,136800,136700,135800,134300,133700,134100,134300,134500,134200,134200,135300,137000,138300,139500,140900,142400,143100,143000,144300,146100,146500,146300,146800,147400
60194,132000,133000,132500,131500,130700,130900,132000,132400,132700,133400,134200,134300,134300,134600,134800,134800,134900,135000,135200,135400,135500,135700,136300,136900,136800,136300,136100,136800,137600,138300,139600,141000,141600,142300,143500,144200,144300,144600,145000,144700,144100,144200,144500,145200,146500,147600,148800,150100,151200,151900,152200,152400,153400,154600,155600,157200,159200,160500,161700,163200,164800,165700,166500,167600,168800,170100,171100,172200,173100,174100,174900,175800,177300,178700,179400,180600,182600,184200,185500,187400,189700,191800,193700,194900,195500,198700,205300,210600,212000,211200,209000,206800,205400,204100,202800,202900,204300,205000,205600,206700,208500,211500,215200,217600,218600,219600,221100,222300,223500,224200,224600,225400,226300,226800,227600,228400,228800,230200,231900,233100,233100,232600,231800,232100,233200,234400,235100,236400,238000,239300,240400,241200,241500,241100,239600,238000,236900,235900,235700,235500,235000,234100,233600,231700,228700,225300,222900,220200,217900,216100,214900,213100,210700,208000,205600,203000,200400,198300,196800,195500,194500,192800,191200,190400,189900,188300,185500,183500,183700,184400,182500,178800,176100,175000,172300,167600,164900,165300,165800,164300,162400,161400,160100,157000,154000,152300,151800,151600,150700,149000,147400,146600,145400,144100,143700,145600,146800,145700,143300,142700,142300,141200,140100,141500,143400,144600,145400,147100,147800,148500,149900,151700,152300,152600,153500,154700,155100,155300,156200,157000,157500,159000,161700,163800,164500,165000,165500,165900,166300,167000,167600,168600,170000,171000,170800,169600,168700,168300,168500,168900,170400,171500,173800,175800,176000,174700,175200,176100,178100,180600,182200,182000,181800,182100,182500,183300,185200,187100
60419,77400,78200,78600,78900,79300,79600,79900,80000,80200,80600,81400,81900,82100,82100,82400,82800,82900,83000,83300,83800,84300,84800,85100,85400,85500,85200,84900,84800,84800,84800,85200,85800,86400,86800,86900,87100,87300,87400,87500,87600,87900,88400,88800,89300,89600,90000,90900,91800,92600,93100,93900,94800,95600,95900,95900,96200,96700,96600,96500,96900,97500,97800,98100,98500,98900,99300,99600,99900,100100,100000,100400,100900,101500,101800,102000,102400,103400,104400,105400,106300,107500,108900,109600,109700,109800,110500,111300,111900,112200,112700,112800,112900,113100,113800,114700,115600,116600,117800,119400,120600,121100,121500,122000,122300,122900,124100,125200,126100,126900,127200,127500,128000,128900,130000,131500,132700,133200,133300,133300,133300,134200,135500,136700,137900,139400,140500,141300,142000,142200,142200,142400,142800,142800,142500,141800,141100,140400,139700,138900,138100,137200,136400,135900,135400,134600,133600,132400,130700,129300,128200,127200,126200,123800,120000,116900,114700,112500,110700,109000,107400,106100,104700,103400,102700,103500,106000,107600,105800,103200,102000,102100,101100,98600,96600,95300,93700,91700,89600,88200,88100,88100,86500,84200,82600,81700,80700,79800,79800,80500,80900,80300,79700,79100,77900,76400,75900,75400,74500,74000,73700,73300,72800,72400,72800,74400,76700,79000,80900,82400,83800,84000,82800,81300,80700,80300,80000,80200,80400,80400,80800,81100,81200,81900,83300,84300,84700,84800,84900,84600,84400,84200,83700,83400,82700,81500,80600,80000,79500,80100,81100,81700,82500,83400,83900,85600,88300,89700,90200,90900,91100,90700,90500,90700,90700,90800,91200,91600,91800
60473,117900,117600,117000,116900,116800,116500,116400,116400,116400,116700,117300,117800,118300,119000,119700,120000,120100,120600,121300,121900,122100,122300,122800,123300,123300,123000,122500,122100,122100,122000,122100,122300,122400,122500,122500,122200,122400,122900,123100,123200,123700,124300,124800,125600,126700,127800,128300,128700,129200,129500,129200,129300,129800,130400,130900,131300,132100,132800,133200,133900,134200,134300,134800,135700,136600,137600,138400,138700,138500,138100,138300,138600,138900,139300,140200,141300,142100,142700,143300,143900,144500,145200,146000,147500,148800,151100,154300,157100,158300,158800,157800,156500,155800,155600,155800,155900,156200,156500,156300,156300,157000,157900,159700,161800,163600,165200,166300,167300,168700,169500,169300,169000,168800,169200,171000,173200,174600,175800,177300,178500,179300,179700,180400,181800,183100,184100,184900,185700,186300,186900,187500,188400,188900,188800,188100,187000,186100,185000,183800,182900,181600,179100,176500,174000,171900,170300,169100,167600,166200,165100,163600,161600,159900,158200,155900,153600,151600,150200,149700,149200,147500,145600,144200,142900,142100,142100,141700,141000,140000,138900,137700,136700,135900,134900,132800,130500,127700,126200,126000,125000,122300,120200,118300,115200,113100,112900,113200,112800,113900,115400,116300,116900,118000,117000,115200,115000,116000,115400,114700,115200,116000,116200,116400,116700,117600,119300,121400,123300,124200,124100,123600,123300,122600,122000,122000,122300,122700,123700,125000,126000,126900,128300,129700,131000,131500,130700,129400,129700,131500,133100,133700,133700,133000,132300,132700,133900,134800,135000,134400,133800,134200,135100,135600,136100,137300,138500,139500,140100,140300,140100,140200,140500,140800,141100,142200,143600,144700,145700
60130,113500,114600,115000,114700,114200,113300,112400,112300,112600,113100,113500,113700,113400,112800,111800,110600,109300,108800,109000,110100,111600,113200,114900,116200,117000,117200,116900,116300,116300,116700,117400,118600,119600,120200,120600,120500,120500,120700,121400,121700,122000,122600,123500,124000,124500,125700,127000,127500,128100,129700,132100,134200,136000,137400,137900,137500,137000,137400,139000,141200,142900,144600,146300,148300,150900,153500,154600,155000,155900,156800,157300,158100,159100,158800,158500,159700,161400,163300,166900,171000,173100,174200,175500,177100,178200,180400,184700,189200,191900,191800,189600,188300,188600,189000,189300,190000,191500,193300,195100,196300,197600,199900,203000,205900,208800,211900,214800,216900,219100,220800,221000,221500,223400,225500,226800,227400,228000,229100,230100,232000,233400,233000,232700,233000,233300,234800,236800,238300,239700,241400,241400,240200,239800,240300,238800,235000,231600,230600,231300,231500,231500,232100,233200,233000,231700,230400,228700,227100,225800,223900,220400,216200,217000,220400,219900,216100,214500,212000,209300,206600,203300,199800,196800,196000,188000,175800,169100,168100,165000,162900,161500,159000,155700,152700,151000,148500,145600,144500,145000,143600,140400,137200,135800,135000,133900,132400,131000,129900,129900,129700,128400,127700,127300,125800,124200,124300,125100,124900,124200,124800,126600,127400,126200,124600,124300,125300,127100,130300,133300,134900,135300,135700,136000,136800,137500,138100,140800,144000,144600,142600,141800,142500,143100,143100,142700,142600,144100,147500,151000,154200,156900,159000,160700,161900,162100,161900,162300,162900,163100,162500,161900,161900,162900,163400,162900,163100,164700,166700,169200,171900,173200,173700,174600,175200,174900,174000,174200,175000
60661,88500,87900,87200,87200,87900,88800,90500,93500,96500,98700,101300,102800,102900,102400,101700,101000,102500,105100,106700,107400,108200,108900,109200,109200,110500,111600,112900,115100,116500,116600,116500,115800,115700,116500,117100,118900,121600,124900,130000,135200,137400,137700,137500,137000,137000,137100,138800,142300,145400,147400,149600,150200,149200,147300,147300,150900,156600,160800,162500,163600,167400,173500,179000,181600,181900,182100,182800,182300,181200,181600,182500,182700,181800,180400,178800,178600,181300,185200,188200,189500,190000,190500,191200,190900,190800,191800,192300,192400,193000,196000,200200,205100,208900,211800,214300,217800,219300,219100,218900,219900,221500,222100,221900,221000,219200,216000,214900,215800,216700,216200,215900,218700,223600,227400,228000,226000,223800,223800,225000,226700,228900,231600,233000,231400,229000,227500,226000,225300,225400,225300,224900,225100,227300,231300,234800,236000,236500,235000,234500,238700,243400,244000,243200,242100,240400,237000,232300,230300,229400,229100,232500,236800,236900,234700,234200,235600,236800,236000,235300,233500,232400,234600,237700,238100,242500,254500,260600,256900,251600,250400,253600,256400,254400,251600,249000,243900,239800,236900,235200,235000,233800,228700,220800,215900,214200,214200,212500,209800,207500,206800,207800,209100,208900,209000,211600,214600,217300,218600,217500,215000,213700,213100,211000,209800,212000,218700,226800,230500,231400,235200,241400,248000,251400,251000,250400,249100,249500,253200,255600,258500,262500,260300,254800,250400,246500,243100,245000,249600,253200,255100,257000,256100,254300,250000,245700,247200,252400,254300,251000,245900,243800,245400,250800,263400,277300,282500,282200,286800,290700,290400,295500,312100,323900,320400,308500,299300,294800,292900
60513,130100,130400,131100,132100,132900,133200,133700,134600,135200,135500,135500,135100,134400,134400,134100,133200,133000,133900,134600,135000,135700,136400,136400,136200,135900,135900,135800,136000,136400,136800,137400,138300,139400,140300,141500,142200,142100,141300,140700,140800,141300,141700,142000,142400,142900,144400,146300,147400,148300,148900,148800,148700,149400,150300,151600,153300,154900,156200,157000,158000,160000,161900,162600,163400,165000,166900,169400,171100,171300,171700,173500,175700,177400,178800,180400,181500,182300,183800,185400,187000,189500,191600,193200,195200,197700,201400,207400,213600,216900,216900,215600,215100,216600,219000,221500,222900,223800,224600,225800,226800,228100,230000,231900,232900,233300,233500,234200,235800,237000,238300,240000,242000,243300,245300,247500,249900,251300,252000,252800,255200,259000,261700,261900,261600,262500,263900,265300,266400,267500,269000,269300,268300,267700,268200,268000,266800,265000,262900,260800,259200,258000,256500,254600,251800,248000,243200,239100,236500,235000,233600,233100,232700,231600,230900,230700,229600,228000,226700,225500,224400,224700,225800,225500,224300,222400,219200,215500,213400,212500,211800,210300,209900,209900,206400,200800,196400,194100,192700,192000,190500,187400,184000,180800,176400,171500,169100,168400,167700,167100,167600,168000,167400,166400,166400,167300,168500,169300,169600,170200,171200,171300,169800,168800,169100,170600,172100,174000,175400,176500,179100,183500,187500,190400,193500,195200,196000,196800,198800,201100,202900,203800,204400,203900,201900,201200,201900,203100,205400,209300,212300,214200,216000,217300,218400,220300,222200,222400,220600,219800,221200,222600,221900,222100,222800,222800,222000,221800,221500,222000,223200,224800,225600,226400,227300,227600,227900,229100,230200
