,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
60070,154000,154700,155800,156200,156300,156900,157800,157800,158000,159300,160500,160700,161400,163000,164100,164600,164400,164400,164700,165300,165500,165600,165900,166100,166000,166700,167700,168800,169600,169600,169600,170100,170700,171700,172500,171900,171400,171000,170500,172900,177300,180300,181700,182500,182600,183700,186200,188500,189300,189700,190500,191400,193100,195100,195400,195500,196300,197000,198300,201500,205300,208300,208500,206500,204900,205900,209000,212900,216700,220100,221200,222000,222800,222100,221500,222200,224200,227200,230000,232700,236100,238700,240400,241400,242400,246500,253200,256800,256600,254700,252500,252100,253400,254200,253900,254900,257300,258800,260200,263700,267500,269900,273100,275700,276700,277200,277800,277400,277700,279500,281700,282800,283800,285800,287800,287500,287000,288100,290900,293900,296300,295400,291400,287800,285700,284000,283000,283400,283000,282500,283000,283800,282000,280400,279900,281500,281200,279500,276500,273400,272700,274600,275100,274200,272700,270900,269600,267500,264800,263200,261800,257800,255400,255100,252700,247400,243600,240900,239200,237900,236200,234500,232600,231800,225200,213600,205500,203300,201100,199200,197800,195100,192300,189700,187100,184600,182300,180900,180000,175700,170100,167400,165200,161200,158400,156700,155600,154900,155500,157100,158100,158700,159400,157900,156000,157200,158700,156700,154400,153200,152600,151400,150800,150900,151500,152100,154400,158500,162100,164900,167900,169800,171400,172600,173700,176900,183200,188000,187900,186400,186600,189200,192600,196400,199600,201900,203500,205000,205900,207000,209400,210600,209700,208800,208400,208400,208900,209700,210700,212300,214700,216600,217100,217300,219400,221700,222300,223600,227300,231500,234100,235700,235900,236200,236100,235300,234400,234400
60131,127200,128000,128400,129100,129300,129000,129100,129800,130300,130600,130700,130500,130400,130700,130600,130300,130800,132200,133300,133500,133600,133900,134500,134400,133400,132800,132800,132600,131900,131000,130500,130600,130800,131200,131800,132600,133700,134700,135100,135200,135700,137000,138800,140900,143000,145300,147300,148500,149100,150000,151400,153000,154700,156200,157000,157500,158300,159400,161000,162700,164200,165400,166300,166900,167600,168800,170700,172200,173700,175200,176500,177400,178200,178500,179300,181100,182500,183600,185400,188400,191700,195000,198200,201600,204500,207200,209600,212000,214600,216700,218000,218900,220100,221400,223100,225400,228000,229500,230300,231200,233200,235100,236500,238000,239300,240200,241000,242800,245700,249700,254200,259200,263100,266100,267600,266700,265300,264900,265400,265800,267200,269800,272500,273900,273500,271700,270500,270500,272000,273800,273900,271200,267700,263500,259500,255900,253500,252500,252000,250500,248700,246200,243000,238300,234700,232600,229700,224800,219600,215000,210500,206600,207000,210500,211000,207700,204300,201300,198400,195900,193700,192600,192200,193200,188300,178000,171500,172200,172300,171300,169200,166900,165000,164300,163300,161300,158100,155800,154900,153300,149400,145500,142900,141400,140400,139700,138800,136700,134200,132900,133300,134200,135600,135800,135300,136100,136800,135700,134100,134900,136600,137000,135400,132900,132100,133900,137200,139300,141000,141900,142700,143800,146700,150600,153200,153600,153900,154000,153500,152800,153400,155800,158200,158400,158400,159200,159700,161300,164600,167200,167200,166300,166100,166200,165800,166300,167100,167000,167200,168600,169800,169400,174300,182200,184200,180400,178400,177400,179200,182700,185900,187800,189400,190400,189300,187800,188200,189500
60104,100200,99400,99000,98700,98000,97400,97200,97000,96900,97100,97100,96700,97000,97300,97100,97500,98900,99900,100400,100900,101300,101300,101200,101400,102200,103000,103100,103100,103500,104000,104900,106500,108000,109200,109900,110100,110200,110800,111300,111600,111900,112200,112300,112500,112700,113400,114500,115500,116000,115900,116200,116700,117400,118400,119500,120300,121400,121900,122200,123000,124100,125000,125900,127000,127700,128100,128400,129000,129600,130400,131300,132300,133500,134800,135400,135600,136000,136600,137400,138300,139000,139700,140800,142500,144000,145800,148700,150900,151000,150500,150100,150100,150600,151700,152600,153100,152900,152500,152100,153000,155400,158000,160200,162300,164200,166200,168100,169700,170800,171500,171900,172900,174200,175500,176900,178300,179600,181000,182500,183800,185400,187300,189600,191500,192600,193600,194500,193500,191600,190500,190200,190200,191100,192500,192900,192600,192000,191100,190000,189700,190000,189700,188200,185400,183200,182700,182100,179500,176800,174400,170900,168100,165800,162100,156600,151900,147100,142200,137900,135900,135900,136600,136000,134800,134200,134200,134300,133600,131900,129000,125800,122600,119300,115900,112700,110000,108700,107800,106700,105900,105400,104700,104200,103700,103100,102200,101500,99700,96800,94400,94200,94600,95600,95800,95200,94000,93000,92900,94200,96200,96600,96100,96600,97800,97900,98300,99600,102300,104600,105300,105900,106600,106600,107300,107900,107700,108100,110300,113900,115100,113600,113800,116800,120200,122800,124200,124300,124700,125600,125700,124700,123900,124300,125200,125200,125200,126100,127100,128400,130400,131800,133000,135400,138300,139400,138600,138000,138400,140700,143300,144100,144100,144900,146100,146700,147400,149600,152200
60173,159800,159800,160000,159600,159400,160500,162400,163700,164200,164100,163800,163700,163900,163700,162800,161900,161400,161000,161100,162300,164600,167100,169700,171300,172000,171600,170600,171100,172800,173900,173400,171600,169600,169300,169400,169300,169300,170800,172800,174500,175500,175800,175800,175800,175700,176300,176800,177100,178200,180600,184000,188400,191500,192500,192600,193700,194900,195700,197200,199200,201600,203400,204600,206300,208900,212600,217200,221500,224600,226900,228200,228200,226900,225000,223300,221400,220600,221400,223100,224900,227700,230800,235000,240900,247000,252500,258000,261600,262900,262000,259600,257500,256200,255200,255200,255800,256800,258200,259700,259700,259600,260600,262700,264800,267500,270100,271400,272100,273700,275000,275100,276500,279700,283500,285800,286200,286200,287300,288600,289400,288900,287900,288500,290300,289500,287700,288500,292300,295800,297200,296100,292800,288900,286200,284600,283000,283000,284400,285400,285100,284200,282200,281000,281200,280600,278200,275500,273200,271200,269100,266200,262500,259800,258900,258300,256400,254000,250600,246700,243600,241500,239100,237200,238000,234900,228700,223900,222700,222700,222900,219600,216400,215000,213100,210100,206500,204500,205800,206500,203800,199600,196400,194500,192100,188900,187800,186800,183500,180000,176700,174400,174000,175600,177400,179700,181600,182900,182200,180300,179900,181700,182900,182400,181600,181700,183700,188700,193400,195000,194700,196500,196600,196400,197400,198300,198600,199500,200200,201700,204500,206600,208200,209700,212200,214600,214600,214200,214100,214100,214800,216600,217900,218000,217000,213500,209600,207200,207400,209900,212900,213800,214100,209400,202300,199900,203400,208100,214700,220300,223900,226800,229200,231200,232200,233000,234100,235000,235100
60455,129700,130100,129700,129000,128700,128400,128100,128100,128000,127800,127400,127000,126500,125700,124800,124400,124500,125100,126300,127400,128100,128600,129300,129800,129900,130100,130200,130300,130500,130700,131100,131800,132600,133600,134700,135400,136000,136500,136500,136100,135800,135900,136300,136800,137200,137700,137900,138900,140400,140900,140700,140600,140900,142000,143000,143500,144100,144900,146200,147500,148400,148500,148600,149300,150000,150500,151600,153000,154300,155700,156900,157500,158000,158200,158300,158700,159600,160700,161800,163000,165100,167300,169600,172300,174500,179700,188500,196900,201400,203200,202600,200400,196900,194600,193800,193600,193600,194200,194400,195500,197700,199900,202200,205800,209900,213400,216400,218400,220000,220700,220800,220900,222200,224900,227900,230200,232500,234600,235900,237600,239700,240900,241000,240500,239500,238700,239200,240800,243000,245400,247400,249000,249900,249800,249400,248900,247700,246400,245000,243400,240500,236600,233200,229900,226900,224900,223200,219900,216300,213000,210900,210300,208600,205000,202300,201200,199700,198000,196600,194800,192500,191600,191900,190300,189500,190800,189000,184500,182200,181100,177700,175600,176800,178400,176700,172800,169600,168700,168800,168100,167200,166200,164700,162400,159600,155800,152600,150700,149800,148700,147700,147200,146700,145500,145300,146400,146800,145700,145300,146200,145900,144000,143400,144800,145100,144500,145500,147700,149500,151200,153100,154800,155900,156400,156700,156600,156500,156400,156500,156800,157600,157300,156100,155500,155600,155000,154000,154200,156100,158700,162200,165600,167100,166700,166000,166500,168200,170200,172400,174700,175800,177000,175200,170500,168200,171000,174200,175800,176900,179300,181400,181300,180300,179800,180800,181700,182400,182900
60478,93300,93200,92800,92100,92000,92200,92400,92800,93300,93300,93200,93200,93000,92600,92600,92600,92800,93600,94900,96000,96700,97100,97300,97200,97200,97200,97400,98100,98400,98300,98100,98200,98300,98500,98700,98900,99600,100500,101000,100800,100800,101400,102200,102800,103500,104100,104700,105200,105900,106500,107600,109300,110600,111200,111700,112000,112300,112900,113700,114400,114800,115300,115500,115500,115300,114800,114100,114100,114400,115100,115800,116400,116800,117200,117200,117200,117700,119000,120900,122800,124800,126200,126900,127600,128700,130200,131700,132600,132100,131100,130200,129800,129700,130300,131500,132500,132900,133000,133000,133500,135000,136500,137600,138300,139000,139700,140800,142100,143000,143500,144600,146100,147300,148300,148800,148600,148400,148100,147800,148600,150300,151800,153400,155100,156500,157500,159100,160700,162000,163300,164600,165500,166000,165500,164500,163800,163500,162800,162100,161400,160200,158100,155600,153000,150700,148700,146700,145100,144100,143300,142000,140900,140000,138400,136300,135300,134300,132600,131100,130200,129300,128300,127500,127500,128500,129500,129200,126800,124600,124600,124500,122600,120600,119700,118900,117500,115300,114200,114600,114400,112800,111800,110400,108100,106100,104400,103000,101300,99600,98500,98900,100500,102200,102600,103200,103700,103500,103200,104500,105700,105700,105500,105900,105800,104700,105000,107500,110400,112500,114500,116000,115900,115600,115200,113700,112000,110700,108400,106100,106500,108500,109700,109500,109800,111000,112300,112600,114100,117800,120100,119000,118000,118600,118000,115100,113500,114300,115100,113700,111900,112100,114200,117100,118700,117600,115700,116200,116800,116800,116200,116000,116600,116800,116300,115700,114900,114600,114700
60415,117300,117700,117600,117000,116300,116100,116300,116700,116300,115700,115300,115500,116100,116600,116800,116800,116900,117300,117700,117500,116700,116100,115800,115100,113800,112700,112500,113200,113800,113900,114300,115200,115800,116000,116600,117300,117400,117000,116500,116200,116700,117400,117400,117100,117000,117500,118100,118700,119500,120300,120700,120500,120400,120500,121100,121700,122300,123100,123900,125000,126100,126600,126600,127000,127800,128700,129600,130500,131400,132000,132400,132700,132600,132800,133400,134300,135500,136400,136700,137000,137500,138400,139800,141700,143600,146400,150400,153800,155600,156200,156300,156400,157800,159200,160300,161100,161800,161700,162100,163400,165000,167100,169500,171800,172900,172700,173000,174000,175700,177700,179200,180000,180000,180000,180900,182000,183100,184700,186100,187100,187600,187700,187600,187300,188000,188900,188700,188600,190300,193100,194400,194100,193900,193100,191000,189300,188000,187000,186900,187000,186600,185700,183800,181400,179500,177800,175900,174600,174100,173300,171700,169500,166700,163300,160300,158100,155800,153500,151900,150400,148100,146600,146400,146900,144900,141800,140200,139600,138800,139000,138700,136800,134200,131500,129200,127100,126600,127600,128000,127000,125200,123300,121500,119900,118000,116300,114700,113300,112900,112400,111700,110100,108800,108100,108100,108600,110100,111500,111500,110400,109600,109200,110000,112600,115300,115500,114700,114900,114800,114700,115100,115400,115600,116300,115700,113300,112200,112900,113600,113000,113200,115200,118000,119800,118400,115600,115500,117900,119500,120800,121500,122600,123500,123000,121700,121800,123000,123800,123500,123100,122900,122800,125600,129300,130200,127900,126500,125400,126000,126900,127200,127300,128700,129600,128700,128100,129200,130600
60429,84700,84100,83800,83600,83400,83300,83300,83800,84600,84900,84800,84700,84800,85100,85200,85200,85600,86000,86300,86400,86300,86300,86400,86400,86300,86400,86700,87200,87500,88000,88400,88800,89300,89800,89800,90000,90300,90700,90700,90900,91500,92900,94600,96100,97000,97000,97100,97600,98200,98500,99100,99800,100100,100300,100600,100800,101300,102300,103300,103800,103500,103600,103900,104000,103800,104100,104400,104600,105300,106600,107800,108400,109000,109300,109100,109100,109700,109900,110500,111400,111800,111800,112100,113400,115200,116800,118600,120500,121000,120100,119200,118800,118700,118500,118500,118900,119800,120800,121600,122500,123900,125300,126100,126400,126500,127000,128400,129800,130900,132100,133000,133100,133500,134200,134600,134700,134900,135700,136000,136400,137300,138300,139400,140400,141400,142600,144400,146000,147200,148500,149800,150400,149600,148200,147700,148000,148200,148500,148900,148800,147900,146200,144300,142600,140900,138800,136800,135600,134800,133100,130500,129000,127600,125100,122600,121300,119800,117700,115400,114000,113000,111600,110600,110300,111600,113600,114200,112600,111600,111000,109700,106700,103900,103300,102600,100500,98000,96400,95600,95300,94900,94900,94000,91900,89700,86900,84600,83000,81800,81600,81600,81100,81400,81900,81400,81800,83600,85900,87700,89300,89600,88900,88600,88400,86600,85600,88200,91100,91800,91600,91900,91600,91200,90500,89500,88500,88000,88100,88500,89700,90500,90900,91600,92100,92200,92500,93000,94600,96800,97500,97800,98000,97600,96800,95700,95100,95400,95700,96300,97600,99100,99400,98600,97500,97600,98300,99500,101200,103400,104100,103100,101800,102300,103900,105000,105500,105500,105200
60463,172000,174600,177400,179200,179900,180600,181500,182800,183600,183700,183300,182600,182000,181200,180000,179600,180700,182000,183000,183500,183200,183100,183800,183800,182900,182400,182400,182700,183100,182400,181500,181200,181200,181500,183000,184800,186500,187700,188500,189400,190700,192200,193700,195400,196800,198200,199500,200400,201000,201300,201400,201600,202000,202200,203100,205100,208000,210400,212200,214000,215900,217800,219600,220900,221800,223500,225800,227600,228400,228700,229300,230700,232200,233000,234400,237100,240300,243400,245600,246600,247100,248300,250500,253000,254700,257000,260500,262600,262000,260500,258900,258800,261000,264500,267000,268000,268200,268700,269800,271100,272700,276200,280500,283700,285100,286300,287000,289200,293400,297700,299000,300200,303700,306700,309000,312200,315700,317700,320400,323600,326600,328800,330900,333200,335500,337000,336800,334500,331500,329300,328100,326600,324800,323700,323200,322900,322300,320600,318700,318400,318900,317600,315400,313200,310400,306300,302200,299100,295900,291500,287700,284600,282000,280400,278200,274300,271000,268000,264600,262200,260400,258700,258200,258800,262300,265900,264800,261400,260100,258400,255200,251000,247800,248100,248300,245700,241100,237900,237500,237300,233000,230200,230000,228300,225300,224200,223100,220600,217700,215600,214900,215600,215300,214900,216800,219800,220400,219300,219000,219800,219800,218900,218400,218900,221800,225600,227900,230000,232200,231700,229400,228000,226700,225500,225700,226600,226700,226400,226700,227900,229300,229600,229800,230500,231200,230800,229900,230300,233300,236400,237900,239000,240700,242100,243700,245300,246300,246500,247000,248200,248900,248800,246400,242600,240200,240800,242700,245000,247000,248300,249400,250400,252600,254800,255800,256200,257900,259500
60526,168000,169500,170500,170900,171200,171100,170900,170800,170800,171400,172100,171800,171000,170900,171000,170700,170800,172100,173300,173400,173500,175000,177200,178700,179600,179900,178400,176400,175200,174700,175500,177000,177900,178900,181200,184200,186600,188800,191100,193100,194600,196500,198400,200300,201800,203100,204200,205200,206200,206700,206600,206300,206700,208700,212000,214200,216300,219200,222700,224300,223700,222200,221200,221000,221600,222800,224100,226400,228600,230300,231800,234200,238000,241200,243700,246100,248800,252400,256900,259900,261200,262700,265500,269700,272600,276000,281900,289800,296400,298000,293200,288700,287700,286300,283900,284200,289300,295900,301000,303400,304600,305300,307400,310800,313900,316300,317500,315100,312100,313700,319100,325700,329200,329800,330900,333400,335300,338400,342300,344100,343100,339600,335300,330500,328300,330500,335300,340400,345400,349300,351400,352600,350800,346000,343000,343000,343800,345000,346400,347000,346900,344400,341100,338600,336700,334700,332100,328900,326500,322600,317000,311800,308800,307300,305300,302200,299500,295800,291200,287600,285500,284900,285500,286200,285900,283600,280600,280600,285000,289900,291000,288900,285300,281200,276600,270800,265200,263500,263500,261100,256500,253400,251500,250000,249000,248000,246400,244400,242800,241400,241000,240800,240900,240400,240800,241300,240300,238300,238100,239500,239500,240100,242900,246000,247300,249600,253700,257700,261300,264300,266300,267600,268700,268900,269200,272700,277200,281100,284700,288200,290900,294400,296400,297700,299300,300500,300200,301700,304700,306100,305200,304800,305300,307800,312100,315200,316300,316100,314300,311800,311600,311700,308200,304900,306800,309800,311000,312800,316000,319300,322000,321900,319800,319100,322000,324900,326200,326900
60026,341100,345900,345600,343100,340700,339500,340300,341100,341400,343000,344800,344800,342400,341700,342900,343500,343300,343700,344400,346300,349300,351300,351600,351300,350600,350300,350700,350100,349600,352100,356200,359000,361800,365300,369600,372200,372200,372000,373800,377100,382100,387600,392600,396300,399300,401800,404200,405700,408900,413300,416300,419700,425900,431500,433900,436400,441000,445700,449800,454600,458100,458100,458500,462000,465500,468500,474200,481000,484900,487800,491200,494100,494900,494000,490100,487500,487200,486500,487000,492600,499200,504800,509200,513200,518800,531700,551200,566700,572600,574200,572600,564800,554700,548900,549300,553800,558500,562000,562600,561400,561700,564700,567700,571700,578100,583900,587000,590100,596200,604100,611100,614600,616800,618500,619100,620600,627600,636500,642600,645300,645800,641500,638000,641100,645700,647000,650800,654000,652000,649400,648200,644400,639700,636200,634900,634000,633300,634000,635300,634500,632500,630400,628900,627800,624400,615300,604300,593800,588000,583600,577800,570000,562400,556500,553400,549600,543600,540200,537600,535400,533000,531700,530500,531800,530500,523900,513500,508700,510000,512300,509600,503800,497300,490800,483300,477000,474800,475100,475300,472700,467500,462500,459300,457500,455200,454900,456500,457600,457300,456500,453700,451000,450200,450300,453500,457600,458800,456100,455600,456500,458700,463700,471200,477100,482800,487300,490900,498400,509300,518300,524000,530300,534500,535700,537600,540100,540100,542700,546000,544200,544100,548100,550700,549200,546000,543100,542300,544100,545600,547400,551600,555500,555500,553400,550600,549300,548500,546000,545300,548100,551800,553600,552700,550000,548400,548200,548900,550100,554300,559500,561200,559100,558300,558500,558500,558600,559400,559500
60458,131000,130100,129000,127500,126700,126300,125600,124700,124500,125300,126200,126900,127700,127600,126500,125700,125600,126200,126900,127500,128200,128900,129000,128800,128300,128000,127900,127800,127400,127800,129400,131200,131900,132400,133400,134400,135100,135900,136200,136100,136200,135800,135300,135500,136200,136700,137300,138100,138700,138600,138600,139200,139800,140800,142100,142600,143000,143800,144500,145100,145600,146600,148500,150900,153200,155000,156300,157700,158300,158500,159400,160500,161200,161400,161800,162400,163000,163800,164900,167000,169400,171200,172700,175100,177900,182000,188000,194200,198600,200300,198900,196200,193800,193800,195300,196600,197300,197400,195800,194100,194700,197200,200500,205200,210200,213700,215300,216800,220200,223600,228100,232500,234100,233400,234300,235600,236900,238200,239200,239900,240400,241600,241600,240400,240800,243800,246000,246200,246400,247700,249200,249900,249300,248300,247600,246400,244500,242900,242100,241400,239600,236300,233300,231200,228800,225800,222700,218900,215100,212000,209300,207600,205600,202900,200200,198200,196100,192900,189500,187400,186300,184800,183700,182200,182300,184400,185800,184800,183200,181700,180000,178300,176900,175400,173500,171900,170400,168800,166600,163400,160700,159600,158900,157700,156400,155600,154400,152400,149600,146800,143900,142100,141900,142600,143200,143800,144100,143900,143900,145000,146200,146300,146400,147400,148800,149600,150200,151300,152400,153700,155100,155600,155400,156200,157800,158500,158000,157100,156400,156400,157700,158900,159400,159300,158600,157100,157100,159700,162000,162400,162700,162700,161700,160400,159500,159700,160200,160800,162000,163600,165700,167100,168700,170700,171400,170600,170200,169700,170300,171600,172200,171600,171100,172300,174000,174600,175200,176500
60192,195400,194700,195000,195300,194600,194200,194300,194900,195800,197200,198400,199200,200800,202800,203400,202500,201300,199900,198700,199000,200400,201400,201400,201600,201800,202400,202800,202700,202200,201900,202800,204200,204200,203800,204700,205800,206200,207000,208500,210300,213500,218000,222400,225600,228600,231600,233300,234200,236300,236900,235600,234900,235900,237200,238600,239900,241900,243500,244200,246000,249000,250700,250900,251900,254300,258500,262700,265800,267600,270300,272700,274100,274400,273700,273900,276100,278800,280000,281000,282500,284200,285200,288100,292200,295700,303400,314200,320700,322300,321900,319400,317400,316100,315900,316900,318000,320200,322700,325700,329000,332400,335600,339400,342600,345800,349200,353100,356900,359900,361000,361200,362500,365100,368700,372100,374400,375900,376700,375400,374100,373900,373200,372800,374300,374500,372400,371200,372100,374300,376700,377800,379300,380400,380900,379800,376800,373300,371800,370300,368800,369000,370800,372800,371800,368000,363000,358500,354600,351400,347900,345100,343500,341900,338400,334400,331600,328900,325800,322400,319400,318000,318000,317700,317500,312900,306900,303900,302100,299500,299500,299800,298900,298200,297300,295600,291700,289000,288000,286500,283600,282300,280100,277500,274900,273500,272400,272600,272200,272500,272800,272600,272500,272400,271400,271500,273000,272100,269800,268300,268500,269300,269900,269400,268400,269500,273900,278900,281900,284500,286900,288400,289000,289300,291200,295100,299700,301300,301300,302800,306900,310700,312400,312000,312000,311100,309100,307100,307700,310400,312700,312900,313200,312900,312300,312200,312200,313000,313600,313500,314600,317200,319800,319900,318200,318400,321300,323800,327200,331800,335200,336100,335200,334900,334400,333400,332600,332900,333300
60471,120700,119900,118900,118700,118700,117600,116500,116400,116200,116000,115600,114500,113300,112900,113100,113500,114200,115300,115700,115200,114400,113700,113700,114100,114400,114000,113500,113300,113600,114300,115700,117300,118100,118300,118700,118900,119000,119500,119900,120000,120100,120600,121000,121100,121200,121500,121600,122000,122800,123500,123900,124300,124300,124000,123900,124500,125500,126600,127400,128400,129200,129600,130000,130500,131200,131600,132100,132600,132700,132400,132600,132600,133100,134400,135000,134600,134300,134200,134600,135600,136900,137900,138800,139800,140400,141600,144100,146100,146300,145600,144300,143400,144000,146100,148100,149400,149900,149800,149800,151000,153000,155600,157700,159000,160100,160900,161500,163200,164900,164800,163600,162400,162500,164600,166800,167600,167500,167500,167700,167900,169000,170800,172500,173300,173800,174000,174800,175700,176000,176200,177000,178000,178600,178400,178300,178700,178200,176400,175400,176500,176700,174800,173000,171400,169400,168000,167200,166000,164900,163600,161000,158600,154800,149600,143600,139200,136100,135000,134600,134500,133700,132800,131800,130500,131200,133600,135000,134500,134300,134800,135500,135500,135000,133800,132000,129100,124900,121200,119800,119800,117400,112800,107900,104000,101800,100400,98900,98100,100100,103500,105700,105600,106900,108600,109600,110100,110700,110700,111900,113000,113200,113400,114200,114700,114000,113400,112700,112700,113300,115600,118100,120200,120900,121200,120100,118900,118500,118400,118300,118700,118600,117900,117400,117000,117200,116700,115500,116200,119000,121200,122100,123200,124100,123600,122200,121600,120600,119100,120100,123300,125400,126500,127900,128100,126800,126300,127200,127700,127400,127100,126700,125200,122700,121500,122500,124000,125200,126400
60457,151600,151000,150500,149800,149200,148800,148500,148500,148800,149100,149400,149500,149200,148900,148600,148200,147500,147200,147300,147500,147700,148400,149100,149200,148900,148700,148900,149300,149900,150600,151200,151400,151500,151400,151300,151000,150900,151000,150900,151100,152200,153400,154300,155300,155900,156500,157200,157600,157800,157900,158200,158800,159600,160600,162300,164100,165800,167500,169000,170600,172400,173300,172800,171700,170700,170200,170600,171700,172900,174500,176900,179600,182000,184200,186300,188600,191000,193000,194500,195500,196300,197100,198600,201500,204800,208500,213800,218300,219700,219600,219400,219600,220700,221800,221900,221600,221800,222900,224000,226100,229700,233300,236100,239000,242700,246000,247800,248900,250500,252100,252700,253500,255100,257200,259300,261100,263000,265400,268300,271400,274000,276200,277600,278800,280400,281900,283400,284700,283500,280200,278400,277100,275200,274000,274300,273700,271900,270100,269200,267900,265900,264200,262900,261000,258600,256400,253200,249200,246300,244600,241900,238400,235700,233600,231600,228900,225500,222300,219900,217700,216200,214900,213200,212200,212500,212600,210700,208700,209100,210700,211200,210700,209400,207900,206500,203500,200400,199400,199000,197300,193500,187400,181900,180000,179400,177000,174400,173200,172600,171700,170700,171100,172200,172100,171700,172100,171500,170800,171700,173600,174900,174500,173900,173700,174900,178000,181200,182800,184100,185700,186000,185800,185400,185100,185000,185100,186100,188300,190000,190400,191100,191400,191800,191700,190700,189500,190700,193500,195200,196000,198500,201300,201600,201300,202000,202800,203700,204700,206300,207000,206900,207000,206600,205700,206600,208600,210300,212200,215500,219200,221700,221900,220200,218600,218000,217500,216700,216200
60482,122300,122100,122600,122900,122700,122300,122400,123000,123500,123800,124200,124900,125300,124800,124100,124000,124100,123800,123600,123400,123400,123100,122800,122400,122300,122500,122600,122800,122900,123000,123300,124300,124600,124700,125200,126200,127000,127900,128300,128200,128100,128300,128800,129400,130300,131200,131900,132300,132400,132100,131900,132300,133200,134200,134900,135100,135100,135400,135900,136900,138500,139200,138400,137800,137700,137800,139100,141200,142800,144200,145700,146800,147200,147100,146700,147000,147900,149300,150700,151900,153000,154700,156600,159000,160800,165400,172100,177200,180300,183400,182300,180200,180400,181100,180700,180400,180000,178700,177500,177600,179300,181800,185400,189000,191400,192700,193500,194100,196100,198600,200600,201800,202300,202000,202600,203600,204500,205600,207300,209400,211200,212400,214600,217400,218700,218300,217800,217300,217200,217500,218200,218400,218400,218300,217700,217700,218000,216900,214800,212100,208600,205400,202900,199400,196100,193800,191600,188200,184900,182800,181100,180100,178400,175200,171900,170400,168800,167100,165600,164300,162600,161200,160100,159500,161100,163500,163300,160500,158100,156200,154900,154000,152800,151700,151500,150900,148900,147800,147400,146900,145400,143700,141600,139300,137100,134300,131400,128800,127100,125400,125500,127800,130200,130500,129400,127600,126800,127600,129000,130300,130700,130300,130800,131900,132900,132800,131900,131700,131700,132100,132900,134000,135200,136200,136100,135100,134600,135800,137200,138800,141900,144500,145600,145600,144600,143200,141800,140600,140400,141100,142500,144100,145600,146300,145900,144900,144500,144000,143800,143600,143900,145700,148500,150000,149800,149200,149200,150100,152100,155400,157700,158000,157300,156700,157000,158300,159300,159800
